Utility Characteristics,,,,,Photovoltaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,All Technologies,,,,,,,,,,,,,,
,,,,,Capacity MW,,,,,,Customers,,,,,Storage Capacity (MW),,,,,Storage Customers,,,,,Virtual Capacity (MW),,,,,Virtual Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,
Year,State,Utility Number,Utility Name,BA Code,Type,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total
2020,MO,6205,City of Farmington - (MO),MISO,AC,0.026,.,.,.,0.026,3,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.026,0.000,0.000,0.000,0.026,3,0,0,0,3,0.000,0.000,0.000,0.000,0.000
2020,MO,7024,Gascosage Electric Coop,AECI,AC,0.220,.,.,.,0.220,21,.,.,.,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.157,.,.,.,0.157,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.220,0.000,0.000,0.000,0.220,21,0,0,0,21,0.157,0.000,0.000,0.000,0.157
2020,MO,8055,City of Hannibal - (MO),MISO,AC,0.010,.,.,.,0.010,2,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.064,.,.,.,0.064,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.074,0.000,0.000,0.000,0.074,3,0,0,0,3,0.000,0.000,0.000,0.000,0.000
2020,MO,8934,"Howell-Oregon Elec Coop, Inc",AECI,AC,0.808,0.072,.,.,0.880,82,3,.,.,85,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.003,.,.,.,0.003,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.811,0.072,0.000,0.000,0.883,83,3,0,0,86,0.000,0.000,0.000,0.000,0.000
2020,MO,9231,City of Independence - (MO),SWPP,AC,1.571,0.316,.,.,1.887,206,13,.,.,219,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,484.000,63.000,.,.,547.000,.,0.002,.,.,0.002,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.571,0.318,0.000,0.000,1.889,206,14,0,0,220,484.000,63.000,0.000,0.000,547.000
2020,MO,9331,Intercounty Electric Coop Assn,AECI,AC,1.400,.,.,.,1.400,134,.,.,.,134,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.400,0.000,0.000,0.000,1.400,134,0,0,0,134,0.000,0.000,0.000,0.000,0.000
2020,MO,10000,Evergy Metro,SWPP,AC,15.248,21.367,.,.,36.615,"1,635",824,.,.,"2,459",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"8,356.716","6,204.882",.,.,"14,561.598",0.011,0.050,.,.,0.061,4,1,.,.,5,0.098,0.101,.,.,0.199,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,15.259,21.417,0.000,0.000,36.676,"1,639",825,0,0,"2,464","8,356.814","6,204.983",0.000,0.000,"14,561.797"
2020,MO,10370,City of Kirkwood - (MO),MISO,AC,0.113,.,.,.,0.113,16,.,.,.,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41.500,.,.,.,41.500,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.113,0.000,0.000,0.000,0.113,16,0,0,0,16,41.500,0.000,0.000,0.000,41.500
2020,MO,10603,"Laclede Electric Coop, Inc",AECI,AC,1.218,0.104,.,.,1.322,128,3,.,.,131,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,165.770,.,.,.,165.770,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.218,0.104,0.000,0.000,1.322,128,3,0,0,131,165.770,0.000,0.000,0.000,165.770
2020,MO,10832,City of Lebanon - (MO),AECI,AC,0.074,0.004,0.000,0.000,0.078,8,1,0,0,9,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,.,.,.,.,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.074,0.004,0.000,0.000,0.078,8,1,0,0,9,0.000,0.000,0.000,0.000,0.000
2020,MO,11463,Macon Electric Coop,AECI,AC,0.386,0.274,.,.,0.660,38,8,.,.,46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.386,0.274,0.000,0.000,0.660,38,8,0,0,46,0.000,0.000,0.000,0.000,0.000
2020,MO,12698,Evergy Missouri West,SWPP,AC,28.631,22.369,0.791,.,51.791,"2,174",780,20,.,"2,974",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"17,703.935","7,747.719",119.308,.,"25,570.962",0.026,0.006,.,.,0.032,11,2,.,.,13,18.667,0.572,.,.,19.239,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,28.657,22.375,0.791,0.000,51.823,"2,185",782,20,0,"2,987","17,722.602","7,748.291",119.308,0.000,"25,590.201"
2020,MO,12700,Missouri Rural Electric Coop,AECI,AC,0.031,0.044,.,.,0.075,3,1,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.031,0.044,0.000,0.000,0.075,3,1,0,0,4,0.000,0.000,0.000,0.000,0.000
2020,MO,12782,City of Monett - (MO),SWPP,AC,0.060,0.013,0.000,.,0.073,8,1,0,.,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.060,0.013,0.000,0.000,0.073,8,1,0,0,9,0.000,0.000,0.000,0.000,0.000
2020,MO,13520,"New-Mac Electric Coop, Inc",AECI,AC,1.232,.,.,.,1.232,166,.,.,.,166,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,835.000,.,.,.,835.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.232,0.000,0.000,0.000,1.232,166,0,0,0,166,835.000,0.000,0.000,0.000,835.000
2020,MO,14192,Osage Valley Elec Coop Assn,AECI,AC,1.886,0.240,.,.,2.126,172,11,.,.,183,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.886,0.240,0.000,0.000,2.126,172,11,0,0,183,0.000,0.000,0.000,0.000,0.000
2020,MO,14285,Ozark Border Electric Coop,AECI,AC,0.381,0.010,.,.,0.391,30,1,.,.,31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,0.002,.,.,0.002,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.381,0.012,0.000,0.000,0.393,30,2,0,0,32,0.000,0.000,0.000,0.000,0.000
2020,MO,14288,Ozark Electric Coop Inc - (MO),AECI,AC,2.682,0.047,.,.,2.729,290,4,.,.,294,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.005,.,.,.,0.005,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.687,0.047,0.000,0.000,2.734,291,4,0,0,295,0.000,0.000,0.000,0.000,0.000
2020,MO,15138,"Platte-Clay Electric Coop, Inc",AECI,AC,2.032,.,.,.,2.032,190,.,.,.,190,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,200.252,.,.,.,200.252,0.009,.,.,.,0.009,4,.,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.041,0.000,0.000,0.000,2.041,194,0,0,0,194,200.252,0.000,0.000,0.000,200.252
2020,MO,15229,City of Poplar Bluff - (MO),SPA,AC,0.021,0.035,0.000,0.000,0.056,4,2,0,0,6,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.021,0.035,0.000,0.000,0.056,4,2,0,0,6,0.000,0.000,0.000,0.000,0.000
2020,MO,16259,City of Rolla - (MO),MISO,AC,0.037,0.015,.,.,0.052,5,1,.,.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.011,.,.,.,0.011,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.037,0.015,0.000,0.000,0.052,5,1,0,0,6,0.011,0.000,0.000,0.000,0.011
2020,MO,16751,Three Rivers Electric Coop,AECI,AC,0.496,0.098,.,.,0.594,57,2,.,.,59,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28.376,0.000,.,.,28.376,0.005,.,.,.,0.005,2,.,.,.,2,0.000,.,.,.,0.000,0.050,.,.,.,0.050,3,.,.,.,3,0.853,.,.,.,0.853,0.551,0.098,0.000,0.000,0.649,62,2,0,0,64,29.229,0.000,0.000,0.000,29.229
2020,MO,16805,SEMO Electric Cooperative,AECI,AC,0.200,0.360,.,.,0.560,27,10,.,.,37,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.200,0.360,0.000,0.000,0.560,27,10,0,0,37,0.000,0.000,0.000,0.000,0.000
2020,MO,17833,City Utilities of Springfield - (MO),SWPP,AC,2.055,1.987,0.000,0.000,4.042,281,50,0,0,331,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,115.028,336.254,.,.,451.282,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,2.394,.,.,2.394,.,2,.,.,2,.,.,.,.,0.000,2.055,4.381,0.000,0.000,6.436,281,52,0,0,333,115.028,336.254,0.000,0.000,451.282
2020,MO,19436,Union Electric Co - (MO),MISO,DC,35.208,41.294,2.591,.,79.093,"3,876","1,661",99,.,"5,636",0.438,.,.,.,0.438,34,.,.,.,34,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.048,0.018,.,.,0.066,18,7,.,.,25,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,35.256,41.312,2.591,0.000,79.159,"3,894","1,668",99,0,"5,661",0.000,0.000,0.000,0.000,0.000
2020,MO,20318,Webster Electric Coop,AECI,AC,0.531,.,.,.,0.531,60,.,.,.,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39.163,.,.,.,39.163,0.015,.,.,.,0.015,7,.,.,.,7,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.546,0.000,0.000,0.000,0.546,67,0,0,0,67,39.163,0.000,0.000,0.000,39.163
2020,MO,20363,West Central Electric Coop Inc - (MO),AECI,AC,1.091,.,.,.,1.091,107,.,.,.,107,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,631.000,.,.,.,631.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.091,0.000,0.000,0.000,1.091,107,0,0,0,107,631.000,0.000,0.000,0.000,631.000
2020,MO,20574,White River Valley El Coop Inc,AECI,DC,3.340,.,.,.,3.340,302,.,.,.,302,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.006,.,.,.,0.006,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.346,0.000,0.000,0.000,3.346,304,0,0,0,304,0.000,0.000,0.000,0.000,0.000
2020,MO,27238,"Southwest Electric Coop, Inc",AECI,AC,2.026,0.200,.,.,2.226,159,2,.,.,161,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,171.439,.,.,.,171.439,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.026,0.200,0.000,0.000,2.226,159,2,0,0,161,171.439,0.000,0.000,0.000,171.439
2020,MO,99999,Adjustment 2020,AECI,,-0.582,.,.,.,-0.582,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.582,.,.,.,-0.582,.,.,.,.,.,.,.,.,.,.
2020,MO,99999,Adjustment 2020,MISO,,-6.531,-7.376,-0.504,.,-14.411,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-6.531,-7.376,-0.504,.,-14.411,.,.,.,.,.,.,.,.,.,.
2020,MO,99999,Adjustment 2020,SWPP,,-5.173,-1.864,-0.127,.,-7.164,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-5.173,-1.864,-0.127,.,-7.164,.,.,.,.,.,.,.,.,.,.
2020,MS,3841,Coast Electric Power Assn,SOCO,AC,0.114,0.009,.,.,0.123,176,1,.,.,177,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,56.620,1.400,.,.,58.020,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.114,0.009,0.000,0.000,0.123,176,1,0,0,177,56.620,1.400,0.000,0.000,58.020
2020,MS,5175,Dixie Electric Power Assn,MISO,AC,0.135,0.160,.,.,0.295,20,3,.,.,23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,94.319,38.260,.,.,132.579,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.135,0.160,0.000,0.000,0.295,20,3,0,0,23,94.319,38.260,0.000,0.000,132.579
2020,MS,11519,Magnolia Electric Power Assn,MISO,AC,0.365,.,0.320,.,0.685,50,.,5,.,55,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.365,0.000,0.320,0.000,0.685,50,0,5,0,55,0.000,0.000,0.000,0.000,0.000
2020,MS,12685,Entergy Mississippi LLC,MISO,DC,0.655,0.402,.,.,1.057,85,18,.,.,103,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.011,.,.,.,0.011,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.666,0.402,0.000,0.000,1.068,86,18,0,0,104,0.000,0.000,0.000,0.000,0.000
2020,MS,12686,Mississippi Power Co,SOCO,DC,1.338,1.010,0.000,0.000,2.348,169,19,0,0,188,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.338,1.010,0.000,0.000,2.348,169,19,0,0,188,0.000,0.000,0.000,0.000,0.000
2020,MS,14563,Pearl River Valley El Pwr Assn,MISO,AC,0.519,0.763,.,.,1.282,73,12,.,.,85,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.519,0.763,0.000,0.000,1.282,73,12,0,0,85,0.000,0.000,0.000,0.000,0.000
2020,MS,17647,Southern Pine Electric Cooperative,MISO,AC,0.149,0.475,.,.,0.624,21,6,.,.,27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,72.585,275.828,.,.,348.413,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,0.065,.,.,0.065,.,1,.,.,1,.,0.000,.,.,0.000,0.149,0.540,0.000,0.000,0.689,21,7,0,0,28,72.585,275.828,0.000,0.000,348.413
2020,MS,99999,Adjustment 2020,MISO,,-0.114,-0.070,.,.,-0.184,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.114,-0.070,.,.,-0.184,.,.,.,.,.,.,.,.,.,.
2020,MS,99999,Adjustment 2020,SOCO,,-0.233,-0.176,0.000,0.000,-0.409,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.233,-0.176,0.000,0.000,-0.409,.,.,.,.,.,.,.,.,.,.
2020,MT,6169,Fall River Rural Elec Coop Inc,BPAT,AC,0.028,.,.,.,0.028,4,.,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,0.003,.,.,0.003,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.028,0.003,0.000,0.000,0.031,4,1,0,0,5,0.000,0.000,0.000,0.000,0.000
2020,MT,6395,Flathead Electric Coop Inc,BPAT,AC,0.540,0.153,.,.,0.693,66,15,.,.,81,.,.,.,.,0.000,.,.,.,.,0,0.143,.,.,.,0.143,348,.,.,.,348,.,.,.,.,0.000,0.005,.,.,.,0.005,4,.,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.688,0.153,0.000,0.000,0.841,418,15,0,0,433,0.000,0.000,0.000,0.000,0.000
2020,MT,11272,"Lower Yellowstone R E A, Inc",WAUW,AC,0.020,.,.,.,0.020,2,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.600,.,.,.,0.600,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.020,0.000,0.000,0.000,0.020,2,0,0,0,2,0.600,0.000,0.000,0.000,0.600
2020,MT,12199,Montana-Dakota Utilities Co,SWPP,AC,0.037,0.024,.,.,0.061,5,3,.,.,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.002,0.005,.,.,0.007,3,2,.,.,5,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.039,0.029,0.000,0.000,0.068,8,5,0,0,13,0.000,0.000,0.000,0.000,0.000
2020,MT,12692,"Missoula Electric Coop, Inc",BPAT,AC,0.418,0.053,.,.,0.471,63,4,.,.,67,.,.,.,.,0.000,.,.,.,.,0,0.109,0.048,.,.,0.157,139,10,.,.,149,.,.,.,.,0.000,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.529,0.101,0.000,0.000,0.630,203,14,0,0,217,0.000,0.000,0.000,0.000,0.000
2020,MT,12825,NorthWestern Energy LLC - (MT),NWMT,AC,14.090,6.670,0.000,0.000,20.760,"2,553",504,0,0,"3,057",.,0.058,.,.,0.058,.,3,.,.,3,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.410,0.470,0.000,0.000,0.880,78,35,0,0,113,.,.,.,.,0.000,0.018,0.070,0.000,0.000,0.088,3,2,0,0,5,.,.,.,.,0.000,14.518,7.210,0.000,0.000,21.728,"2,634",541,0,0,"3,175",0.000,0.000,0.000,0.000,0.000
2020,MT,19603,USBIA-Mission Valley Power,NWMT,AC,0.229,.,.,.,0.229,41,.,.,.,41,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.229,0.000,0.000,0.000,0.229,41,0,0,0,41,0.000,0.000,0.000,0.000,0.000
2020,MT,20997,Yellowstone Valley Elec Co-op,WAUW,AC,0.405,.,.,.,0.405,47,.,.,.,47,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.025,.,.,.,0.025,4,.,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.430,0.000,0.000,0.000,0.430,51,0,0,0,51,0.000,0.000,0.000,0.000,0.000
2020,MT,21513,"Fergus Electric Coop, Inc",WAUW,AC,0.366,.,.,.,0.366,32,.,.,.,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.017,.,.,.,0.017,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.383,0.000,0.000,0.000,0.383,34,0,0,0,34,0.000,0.000,0.000,0.000,0.000
2020,NC,240,Albemarle Electric Member Corp,PJM,AC,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,0.050,.,.,0.050,.,1,.,.,1,.,0.000,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.050,0.000,0.000,0.050,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000
2020,NC,719,Town of Apex- (NC),CPLE,AC,1.600,0.722,.,.,2.322,140,3,.,.,143,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.600,0.722,0.000,0.000,2.322,140,3,0,0,143,0.000,0.000,0.000,0.000,0.000
2020,NC,1889,Blue Ridge Elec Member Corp - (NC),DUK,AC,1.305,0.055,.,.,1.360,196,9,.,.,205,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,167.110",53.633,.,.,"1,220.743",0.004,.,.,.,0.004,2,.,.,.,2,0.611,.,.,.,0.611,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.309,0.055,0.000,0.000,1.364,198,9,0,0,207,"1,167.721",53.633,0.000,0.000,"1,221.354"
2020,NC,3046,Duke Energy Progress - (NC),CPLE,AC,60.676,12.430,4.204,.,77.310,"8,559",283,11,.,"8,853",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.002,0.010,0.000,.,0.012,1,1,0,.,2,.,.,.,.,0.000,0.018,.,.,.,0.018,2,.,.,.,2,.,.,.,.,0.000,60.696,12.440,4.204,0.000,77.340,"8,562",284,11,0,"8,857",0.000,0.000,0.000,0.000,0.000
2020,NC,5416,"Duke Energy Carolinas, LLC",DUK,AC,62.497,22.870,3.830,.,89.197,"9,414",409,40,.,"9,863",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,"2,364.968",343.939,85.941,.,"2,794.848",0.003,0.005,0.000,.,0.008,3,2,0,.,5,.,.,.,.,0.000,0.406,0.000,0.000,.,0.406,2,0,0,.,2,.,.,.,.,0.000,62.906,22.875,3.830,0.000,89.611,"9,419",411,40,0,"9,870","2,364.968",343.939,85.941,0.000,"2,794.848"
2020,NC,6640,Four County Elec Member Corp,CPLE,DC,0.266,0.041,.,.,0.307,46,7,.,.,53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,139.120,21.170,.,.,160.290,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.266,0.041,0.000,0.000,0.307,46,7,0,0,53,139.120,21.170,0.000,0.000,160.290
2020,NC,6784,French Broad Elec Member Corp,CPLE,DC,0.766,.,.,.,0.766,151,.,.,.,151,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.003,.,.,.,0.003,3,.,.,.,3,.,.,.,.,0.000,0.007,.,.,.,0.007,2,.,.,.,2,.,.,.,.,0.000,0.776,0.000,0.000,0.000,0.776,156,0,0,0,156,0.000,0.000,0.000,0.000,0.000
